Адрес,Title 1,Description 1,Индексация,H1-1,Статус индексации,H1-1 длина,H2-1,H2-1 длина,H2-2,H2-2 длина,Meta Robots 1,X-Robots-Tag 1,Meta Refresh 1,Canonical 1,"rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1",amphtml,Передано (байт),Всего передано (байт),CO2 (мг),Рейтинг углерода,Количество слов,Количество предложений,Среднее количество слов в предложении,Оценка удобочитаемости по шкале Flesch,Читабельность,Соотношение текста,Глубина парсинга,Глубина папки,Link Score,Внутренние ссылки,Уникальные входящие ссылки,Уникальные входящие ссылки JS,% от общего,Исходящие ссылки,Уникальные исходящие ссылки,Уникальные исходящие ссылки JS,Внешние ссылки,Уникальные внешние ссылки,Уникальные внешние ссылки JS,Ближайшее сходство,Кол-во близких дубликатов,Орфографические ошибки,Грамматические ошибки,Hash,Время отклика,Last Modified,Redirect URL,Тип редиректа,Cookies,Language,HTTP версия,Альтернативная мобильная ссылка,Кодированный адрес URL,Временная метка парсинга
https://cpp-globez.ru/svedeniya-ob-obrazovatel-noj-organizatsii,Сведения об образовательной организации - ЦПП,Сведения об образовательной организации ЦЕНТР ПРОФЕССИОНАЛЬНОЙ ПОДГОТОВКИ,Индексируемое,Сведения об образовательной организации,,39,Основные сведения,17,,0,"max-snippet:-1, max-image-preview:large, max-video-preview:-1",,,https://cpp-globez.ru/svedeniya-ob-obrazovatel-noj-organizatsii,,,,,,8389,8389,"2,973942445",,353,100,"3,53",100,Очень легко,"12,396035",1,0,,350,144,0,100,93,36,0,1,1,0,,,,,8edbdc1c3d1d0bcc73d8a3f2904104d5,"0,385","Wed, 08 Apr 2026 18:58:07 GMT",,,,ru-ru,1.1,,https://cpp-globez.ru/svedeniya-ob-obrazovatel-noj-organizatsii,2026-04-08 19:58:07
https://cpp-globez.ru/povyshenie-kvalifikacii-rukovoditeley,Повышение квалификации руководителей частных охранных организаций — обучение 20 и 80 часов | ЧОУ ДПО «Центр профессиональной подготовки»,"Курсы повышения квалификации руководителей ЧОО в ЧОУ ДПО «ЦПП». Обучение 20 и 80 часов по приказу МВД №442. Лицензия Росгвардии, аттестация, выдача свидетельства установленного образца.",Индексируемое,Повышение квалификации руководителей частных охранных организаций (ЧОО),,71,Цель программы,14,Кто может пройти обучение,25,"max-snippet:-1, max-image-preview:large, max-video-preview:-1",,,https://cpp-globez.ru/povyshenie-kvalifikacii-rukovoditeley,,,,,,9403,9403,"3,333410515",,613,127,"4,826771654",100,Очень легко,"18,141464",1,0,,294,144,0,100,78,34,0,1,1,0,,,,,1ac57dbd55ad4dc8d46510b2f3b59f2e,"0,303","Wed, 08 Apr 2026 18:58:07 GMT",,,,ru-ru,1.1,,https://cpp-globez.ru/povyshenie-kvalifikacii-rukovoditeley,2026-04-08 19:58:07
https://cpp-globez.ru/predostavlenie-uchebno-metodicheskoy-bazy,Учебно методическая база с полным спектром услуг в ЦПП Мытищи - ЦПП,"Тренажерный зал Спортивно-Стрелкового Комплекса «ЦПП» оснащен современным профессиональным оборудованием, отвечающим самым высоким мировым стандартам.",Индексируемое,Центр профессиональной подготовки предоставляет следующие услуги:,,65,,0,,0,"max-snippet:-1, max-image-preview:large, max-video-preview:-1",,,https://cpp-globez.ru/predostavlenie-uchebno-metodicheskoy-bazy,,,,,,8127,8127,"2,881062135",,282,72,"3,916666667",100,Очень легко,"8,925799",1,0,,293,144,0,100,87,43,0,1,1,0,,,,,2cf91a088b7ae57f1cfd7262b5d0022d,"0,343","Wed, 08 Apr 2026 18:58:07 GMT",,,,ru-ru,1.1,,https://cpp-globez.ru/predostavlenie-uchebno-metodicheskoy-bazy,2026-04-08 19:58:07
https://cpp-globez.ru/info/mat-tekh-obespechenie,mat-tekh-obespechenie | info,"Сведения о наличии библиотек, объектов спорта, средств обучения и воспитания Имеется библиотека печатных изданий и электронная библиотека. Обучающимся по всем образовательным программам в режиме читального зала выдается литература и методические посо...",Индексируемое,мат тех обеспечение,,19,,0,,0,"max-snippet:-1, max-image-preview:large, max-video-preview:-1",,,https://cpp-globez.ru/info/mat-tekh-obespechenie,,,,,,9069,9069,"3,215005845",,602,144,"4,180555556",100,Очень легко,"18,485523",1,1,,293,144,0,100,80,34,0,1,1,0,,,,,120a78c33cecfe7531971617a49af510,"0,354","Wed, 08 Apr 2026 18:58:07 GMT",,,,ru-ru,1.1,,https://cpp-globez.ru/info/mat-tekh-obespechenie,2026-04-08 19:58:07
https://cpp-globez.ru/info/sreda3,sreda3 | info,В ЧОУ ДПО «ЦПП» нет условий для обучения инвалидов и лиц с ограниченными возможностями.,Индексируемое,Доступная среда,,15,,0,,0,"max-snippet:-1, max-image-preview:large, max-video-preview:-1",,,https://cpp-globez.ru/info/sreda3,,,,,,7227,7227,"2,562007635",,214,62,"3,451612903",100,Очень легко,"8,987361",1,1,,292,144,0,100,80,34,0,1,1,0,,,,,ace07b93258a030446517a8af8f0bff7,"0,349","Wed, 08 Apr 2026 18:58:08 GMT",,,,ru-ru,1.1,,https://cpp-globez.ru/info/sreda3,2026-04-08 19:58:08
https://cpp-globez.ru/obrazovanie,,,Неиндексируемое,,Редирект,0,,0,,0,,,,,,,,,,0,0,0,,0,,,,,0,1,0,,289,144,0,100,0,0,0,0,0,0,,,,,,"0,178",,https://cpp-globez.ru/obuchenie-ohrannikov-4-5-i-6-razryadov,HTTP Redirect,,,1.1,,https://cpp-globez.ru/obrazovanie,2026-04-08 19:58:08
https://cpp-globez.ru/приказы/распоряжение-чоу-дпо-цпп-от-03-02-2021-года-присвоена-квалификация-частного-охранника-следующим-гражданам,"распоряжение-чоу-дпо-«цпп»-от-03-02-2021-года,-присвоена-квалификация-частного-охранника-следующим-гражданам | prikaz",Распоряжение: ЧОУ ДПО «ЦПП» от 03.02.2021,Индексируемое,"Распоряжение: ЧОУ ДПО «ЦПП» от 03.02.2021 года, присвоена квалификация частного охранника следующим гражданам",,109,,0,,0,"max-snippet:-1, max-image-preview:large, max-video-preview:-1",,,https://cpp-globez.ru/приказы/распоряжение-чоу-дпо-цпп-от-03-02-2021-года-присвоена-квалификация-частного-охранника-следующим-гражданам,,,,,,7567,7567,"2,682539335",,230,73,"3,150684932",100,Очень легко,"8,795383",1,1,,8,4,0,"2,78",82,36,0,1,1,0,,,,,8c4c964d38ff6a823b3bd869b6ef187b,"0,314","Wed, 08 Apr 2026 18:58:08 GMT",,,,ru-ru,1.1,,https://cpp-globez.ru/%D0%BF%D1%80%D0%B8%D0%BA%D0%B0%D0%B7%D1%8B/%D1%80%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%8F%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5-%D1%87%D0%BE%D1%83-%D0%B4%D0%BF%D0%BE-%D1%86%D0%BF%D0%BF-%D0%BE%D1%82-03-02-2021-%D0%B3%D0%BE%D0%B4%D0%B0-%D0%BF%D1%80%D0%B8%D1%81%D0%B2%D0%BE%D0%B5%D0%BD%D0%B0-%D0%BA%D0%B2%D0%B0%D0%BB%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%86%D0%B8%D1%8F-%D1%87%D0%B0%D1%81%D1%82%D0%BD%D0%BE%D0%B3%D0%BE-%D0%BE%D1%85%D1%80%D0%B0%D0%BD%D0%BD%D0%B8%D0%BA%D0%B0-%D1%81%D0%BB%D0%B5%D0%B4%D1%83%D1%8E%D1%89%D0%B8%D0%BC-%D0%B3%D1%80%D0%B0%D0%B6%D0%B4%D0%B0%D0%BD%D0%B0%D0%BC,2026-04-08 19:58:08
https://cpp-globez.ru/obuchenie-ohrannikov-4-5-i-6-razryadov,"Обучение охранников 4, 5 и 6 разрядов — курсы охранников с правом ношения оружия | ЧОУ ДПО «Центр профессиональной подготовки»","Курсы подготовки частных охранников 4, 5 и 6 разрядов в ЧОУ ДПО «Центр профессиональной подготовки». Обучение с оружием, огневая и тактико-специальная подготовка, лицензия Росгвардии, выдача удостоверения охранника. Мытищи.",Индексируемое,"Обучение охранников 4, 5 и 6 разрядов",,37,Цель курса,10,Категории подготовки,20,"max-snippet:-1, max-image-preview:large, max-video-preview:-1",,,https://cpp-globez.ru/obuchenie-ohrannikov-4-5-i-6-razryadov,,,,,,9806,9806,"3,47627603",,692,146,"4,739726027",100,Очень легко,"17,276215",1,0,,293,144,0,100,84,40,0,1,1,0,,,,,3f0b3d3c5041e67fb1ad72c572f2659b,"0,603","Wed, 08 Apr 2026 18:58:09 GMT",,,,ru-ru,1.1,,https://cpp-globez.ru/obuchenie-ohrannikov-4-5-i-6-razryadov,2026-04-08 19:58:08
https://cpp-globez.ru/o-nas,"Центр профессиональной подготовки — о нас | история, миссия, команда","«Центр профессиональной подготовки» — ведущее учебное учреждение в области подготовки частных охранников с 1998 года. Узнайте об опыте, миссии, методиках и преподавателях нашего центра.",Индексируемое,Центр Профессиональной подготовки,,33,Общие сведения о Центре,23,Опыт и деятельность,19,"max-snippet:-1, max-image-preview:large, max-video-preview:-1",,,https://cpp-globez.ru/o-nas,,,,,,9511,9511,"3,371697055",,501,107,"4,682242991",100,Очень легко,"15,780899",1,0,,438,144,0,100,79,35,0,1,1,0,,,,,22589cb5b37c66d6fb110283f56e89fd,"0,341","Wed, 08 Apr 2026 18:58:09 GMT",,,,ru-ru,1.1,,https://cpp-globez.ru/o-nas,2026-04-08 19:58:09
https://cpp-globez.ru/info/rukovodstvo-pedagogicheskij-sostav,rukovodstvo-pedagogicheskij-sostav | info,1.Руководство Директор ЧОУ ДПО «ЦПП» - Гончаров Александр Михайлович 8-495-582-42-91 mail@cpp-globez.ru Заместитель директора ЧОУ ДПО «ЦПП» - Деревянко Сергей Николаевич 8-495-582-42-91 mail@cpp-globez.ru 2.Преподаватели Ф.И.О. Должность Дисциплина О...,Индексируемое,Руководство. Педагогический состав,,34,,0,,0,"max-snippet:-1, max-image-preview:large, max-video-preview:-1",,,https://cpp-globez.ru/info/rukovodstvo-pedagogicheskij-sostav,,,,,,8781,8781,"3,112908405",,417,183,"2,278688525",100,Очень легко,"12,016263",1,1,,292,144,0,100,80,34,0,1,1,0,,,,,439e4b17a57196f0350d6bb480923403,"0,372","Wed, 08 Apr 2026 18:58:09 GMT",,,,ru-ru,1.1,,https://cpp-globez.ru/info/rukovodstvo-pedagogicheskij-sostav,2026-04-08 19:58:09
https://cpp-globez.ru/приказы/приказ-544-20-545-20-546-20,приказ-544-20-545-20-546-20 | prikaz,"Приказ 544-20/545-20/546-20 г. Мытищи, М.О. «О выпуске слушателей, прошедших обучение по программе «Подготовки частных охранников».",Индексируемое,Приказ 544-20/545-20/546-20,,27,,0,,0,"max-snippet:-1, max-image-preview:large, max-video-preview:-1",,,https://cpp-globez.ru/приказы/приказ-544-20-545-20-546-20,,,,,,7363,7363,"2,610220315",,217,68,"3,191176471",100,Очень легко,"8,857133",1,1,,8,4,0,"2,78",82,36,0,1,1,0,,,,,f65509a7b2b1e1e0aa4edf903648b355,"0,581","Wed, 08 Apr 2026 18:58:09 GMT",,,,ru-ru,1.1,,https://cpp-globez.ru/%D0%BF%D1%80%D0%B8%D0%BA%D0%B0%D0%B7%D1%8B/%D0%BF%D1%80%D0%B8%D0%BA%D0%B0%D0%B7-544-20-545-20-546-20,2026-04-08 19:58:09
https://cpp-globez.ru/test,ПЕРИОДИЧЕСКАЯ ПРОВЕРКА ЧАСТНЫХ ОХРАННИКОВ - Тест Росгвардии ОНЛАЙН,,Индексируемое,,,0,,0,,0,"max-snippet:-1, max-image-preview:large, max-video-preview:-1",,,,,,,,,24212,24212,"8,58327506",,292,74,"3,945945946",100,Очень легко,"2,696117",1,0,,293,144,0,100,79,34,0,2,2,0,,,,,e130f14385296023d17d872afcb10b59,"0,665","Wed, 08 Apr 2026 18:58:09 GMT",,,,ru-ru,1.1,,https://cpp-globez.ru/test,2026-04-08 19:58:09
https://cpp-globez.ru/приказы/приказ-8-21-1-а-9-21-1-в-10-21-1-в-г-мытищи-м-о-о-выпуске-слушателей-прошедших-обучение-по-программе-подготовки-частных-охранников,"приказ-8-21-1-а-9-21-1-в-10-21-1-в-г-мытищи,-м-о-						-«о-выпуске-слушателей,-прошедших-обучение-по-программе-«подготовки-частных-охранников» | prikaz",Приказ 8-21-1/А; 9-21-1/В; 10-21-1/В,Индексируемое,"Приказ 8-21-1/А; 9-21-1/В; 10-21-1/В г. Мытищи, М.О. «О выпуске слушателей, прошедших обучение по программе «Подготовки частных охранников».",,140,,0,,0,"max-snippet:-1, max-image-preview:large, max-video-preview:-1",,,https://cpp-globez.ru/приказы/приказ-8-21-1-а-9-21-1-в-10-21-1-в-г-мытищи-м-о-о-выпуске-слушателей-прошедших-обучение-по-программе-подготовки-частных-охранников,,,,,,7601,7601,"2,694592505",,236,71,"3,323943662",100,Очень легко,"8,853395",1,1,,8,4,0,"2,78",82,36,0,1,1,0,,,,,35cba08df03130302f1f869c34dbdea3,"0,353","Wed, 08 Apr 2026 18:58:09 GMT",,,,ru-ru,1.1,,https://cpp-globez.ru/%D0%BF%D1%80%D0%B8%D0%BA%D0%B0%D0%B7%D1%8B/%D0%BF%D1%80%D0%B8%D0%BA%D0%B0%D0%B7-8-21-1-%D0%B0-9-21-1-%D0%B2-10-21-1-%D0%B2-%D0%B3-%D0%BC%D1%8B%D1%82%D0%B8%D1%89%D0%B8-%D0%BC-%D0%BE-%D0%BE-%D0%B2%D1%8B%D0%BF%D1%83%D1%81%D0%BA%D0%B5-%D1%81%D0%BB%D1%83%D1%88%D0%B0%D1%82%D0%B5%D0%BB%D0%B5%D0%B9-%D0%BF%D1%80%D0%BE%D1%88%D0%B5%D0%B4%D1%88%D0%B8%D1%85-%D0%BE%D0%B1%D1%83%D1%87%D0%B5%D0%BD%D0%B8%D0%B5-%D0%BF%D0%BE-%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B5-%D0%BF%D0%BE%D0%B4%D0%B3%D0%BE%D1%82%D0%BE%D0%B2%D0%BA%D0%B8-%D1%87%D0%B0%D1%81%D1%82%D0%BD%D1%8B%D1%85-%D0%BE%D1%85%D1%80%D0%B0%D0%BD%D0%BD%D0%B8%D0%BA%D0%BE%D0%B2,2026-04-08 19:58:09
https://cpp-globez.ru/приказы/приказ-5-21-1-а-6-21-1-б-7-21-1-в,приказ-5-21-1-а-6-21-1-б-7-21-1-в | prikaz,Приказ 5-21-1/А; 6-21-1/Б; 7-21-1/В,Индексируемое,Приказ 5-21-1/А; 6-21-1/Б; 7-21-1/В,,35,,0,,0,"max-snippet:-1, max-image-preview:large, max-video-preview:-1",,,https://cpp-globez.ru/приказы/приказ-5-21-1-а-6-21-1-б-7-21-1-в,,,,,,7255,7255,"2,571933775",,210,62,"3,387096774",100,Очень легко,"8,808886",1,1,,8,4,0,"2,78",82,36,0,1,1,0,,,,,ea4257fa27df01cfb2ad72c1091f5da0,"0,523","Wed, 08 Apr 2026 18:58:09 GMT",,,,ru-ru,1.1,,https://cpp-globez.ru/%D0%BF%D1%80%D0%B8%D0%BA%D0%B0%D0%B7%D1%8B/%D0%BF%D1%80%D0%B8%D0%BA%D0%B0%D0%B7-5-21-1-%D0%B0-6-21-1-%D0%B1-7-21-1-%D0%B2,2026-04-08 19:58:09
https://cpp-globez.ru/kurs-inkassatorov,Курс обучения охранника-инкассатора в ЦПП Мытищи  - ЦПП,"Курс направлен на приобретение теоретических знаний и получение практических навыков по инкассации и перевозке ценностей, а также умение правильно действовать при возникновении чрезвычайных ситуаций.",Индексируемое,Курс Инкассаторов,,17,Что включает программа обучения,31,Чему вы научитесь,17,"max-snippet:-1, max-image-preview:large, max-video-preview:-1",,,https://cpp-globez.ru/kurs-inkassatorov,,,,,,8929,8929,"3,165375145",,502,103,"4,873786408",100,Очень легко,"16,104881",1,0,,583,144,0,100,80,35,0,1,1,0,,,,,22113e1fb8dad7517585d07f0abcddf5,"0,304","Wed, 08 Apr 2026 18:58:09 GMT",,,,ru-ru,1.1,,https://cpp-globez.ru/kurs-inkassatorov,2026-04-08 19:58:10
https://cpp-globez.ru/povyshenie-kvalifikacii-ohrannikov,Повышение квалификации охранников — ЧОУ ДПО «Центр профессиональной подготовки» (Мытищи),"Курсы повышения квалификации для охранников 4, 5 и 6 разрядов в ЧОУ ДПО «ЦПП» (Мытищи). Обучение, аттестация, продление удостоверений и допуск к службе с правом применения оружия и специальных средств.",Индексируемое,"ПОВЫШЕНИЕ КВАЛИФИКАЦИИ ОХРАННИКОВ 4, 5 и 6 разрядов",,51,Продолжительность обучения,26,Условия обучения,16,"max-snippet:-1, max-image-preview:large, max-video-preview:-1",,,https://cpp-globez.ru/povyshenie-kvalifikacii-ohrannikov,,,,,,8402,8402,"2,97855101",,438,93,"4,709677419",100,Очень легко,"14,470378",1,0,,294,144,0,100,79,34,0,1,1,0,,,,,42f3c25b2d2d3e428722c01f5d54edc9,"0,661","Wed, 08 Apr 2026 18:58:10 GMT",,,,ru-ru,1.1,,https://cpp-globez.ru/povyshenie-kvalifikacii-ohrannikov,2026-04-08 19:58:09
https://cpp-globez.ru/приказы/приказ-3-21-1-а-4-21-1-в-г-мытищи-м-о-о-выпуске-слушателей-прошедших-обучение-по-программе-подготовки-частных-охранников,"приказ-3-21-1-а-4-21-1-в-г-мытищи,-м-о-«о-выпуске-слушателей,-прошедших-обучение-по-программе-«подготовки-частных-охранников» | prikaz",Приказ 3-21-1/А; 4-21-1/В,Индексируемое,"Приказ 3-21-1/А; 4-21-1/В г. Мытищи, М.О. «О выпуске слушателей, прошедших обучение по программе «Подготовки частных охранников».",,129,,0,,0,"max-snippet:-1, max-image-preview:large, max-video-preview:-1",,,https://cpp-globez.ru/приказы/приказ-3-21-1-а-4-21-1-в-г-мытищи-м-о-о-выпуске-слушателей-прошедших-обучение-по-программе-подготовки-частных-охранников,,,,,,7584,7584,"2,68856592",,233,70,"3,328571429",100,Очень легко,"8,808787",1,1,,8,4,0,"2,78",82,36,0,1,1,0,,,,,3f541458287c13e0a768bfbea5574e26,"0,298","Wed, 08 Apr 2026 18:58:10 GMT",,,,ru-ru,1.1,,https://cpp-globez.ru/%D0%BF%D1%80%D0%B8%D0%BA%D0%B0%D0%B7%D1%8B/%D0%BF%D1%80%D0%B8%D0%BA%D0%B0%D0%B7-3-21-1-%D0%B0-4-21-1-%D0%B2-%D0%B3-%D0%BC%D1%8B%D1%82%D0%B8%D1%89%D0%B8-%D0%BC-%D0%BE-%D0%BE-%D0%B2%D1%8B%D0%BF%D1%83%D1%81%D0%BA%D0%B5-%D1%81%D0%BB%D1%83%D1%88%D0%B0%D1%82%D0%B5%D0%BB%D0%B5%D0%B9-%D0%BF%D1%80%D0%BE%D1%88%D0%B5%D0%B4%D1%88%D0%B8%D1%85-%D0%BE%D0%B1%D1%83%D1%87%D0%B5%D0%BD%D0%B8%D0%B5-%D0%BF%D0%BE-%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B5-%D0%BF%D0%BE%D0%B4%D0%B3%D0%BE%D1%82%D0%BE%D0%B2%D0%BA%D0%B8-%D1%87%D0%B0%D1%81%D1%82%D0%BD%D1%8B%D1%85-%D0%BE%D1%85%D1%80%D0%B0%D0%BD%D0%BD%D0%B8%D0%BA%D0%BE%D0%B2,2026-04-08 19:58:10
https://cpp-globez.ru/info/struktura-i-organy-upravleniya-obrazovatel-noj-organizatsii,struktura-i-organy-upravleniya-obrazovatel-noj-organizatsii | info,Организационной структурой Частного образовательного учереждения дополнительного профессионального образования «Центр профессиональной подготовки» руководит директор ЧОУ ДПО «ЦПП». Директор ЧОУ ДПО «ЦПП» - Гончаров Александр Михайлович Директору орга...,Индексируемое,Структура и органы управления образовательной организации,,57,,0,,0,"max-snippet:-1, max-image-preview:large, max-video-preview:-1",,,https://cpp-globez.ru/info/struktura-i-organy-upravleniya-obrazovatel-noj-organizatsii,,,,,,8245,8245,"2,922893725",,431,93,"4,634408602",100,Очень легко,"14,968793",1,1,,294,144,0,100,80,34,0,1,1,0,,,,,a8d7d69eb6bbeb2e2ef016d01199473a,"0,331","Wed, 08 Apr 2026 18:58:10 GMT",,,,ru-ru,1.1,,https://cpp-globez.ru/info/struktura-i-organy-upravleniya-obrazovatel-noj-organizatsii,2026-04-08 19:58:10
https://cpp-globez.ru/poluchenie-licenzii-na-oruzhie,"Обучение стрельбе, лицензия на оружие и травматику, продление лицензии на оружие и травмат - ЦПП","Лицензия на травматику, Обучение безопасному обращению с оружие ,  Продление разрешения на оружие, Обучение на травматическое оружие.",Индексируемое,Обучение безопасному обращению с оружием,,40,Что требуется для получения лицензии на травматику?,51,Где пройти учебный курс?,24,"max-snippet:-1, max-image-preview:large, max-video-preview:-1",,,https://cpp-globez.ru/poluchenie-licenzii-na-oruzhie,,,,,,13723,13723,"4,864872115",,1098,232,"4,732758621",100,Очень легко,"19,49752",1,0,,294,144,0,100,82,37,0,1,1,0,,,,,df772399585a0bb717ce5bfb9e341695,"0,531","Wed, 08 Apr 2026 18:58:10 GMT",,,,ru-ru,1.1,,https://cpp-globez.ru/poluchenie-licenzii-na-oruzhie,2026-04-08 19:58:10
https://cpp-globez.ru/obuchenie-strelbe-iz-ognestrelnogo-oruzhiya,"Обучение стрельбе из огнестрельного оружия (пистолет, карабин) в ЦПП Мытищи - ЦПП","В «Центре Профессиональной подготовки» вы пройдете обучение стрельбе из огнестрельного оружия, здесь вы сможете найти максимально комфортные условия для учебы.",Индексируемое,ОБУЧЕНИЕ СТРЕЛЬБЕ ИЗ ОГНЕСТРЕЛЬНОГО ОРУЖИЯ,,42,Служебный пистолет MP-71,24,Карабин «Сайга-410»,19,"max-snippet:-1, max-image-preview:large, max-video-preview:-1",,,https://cpp-globez.ru/obuchenie-strelbe-iz-ognestrelnogo-oruzhiya,,,,,,9771,9771,"3,463868355",,572,132,"4,333333333",100,Очень легко,"16,717245",1,0,,296,144,0,100,82,34,0,1,1,0,,,,,74e282e6199b1d8333e21c1c8f778cce,"0,343","Wed, 08 Apr 2026 18:58:10 GMT",,,,ru-ru,1.1,,https://cpp-globez.ru/obuchenie-strelbe-iz-ognestrelnogo-oruzhiya,2026-04-08 19:58:10
https://cpp-globez.ru/dokumenty,dokumenty,"Документы AKT самообследования ЧОУ ДПО ЦПП Положение о комиссии по урегулированию споров Положение о порядке прекращения отношений между частными образовательными учреждениями Положение о порядке текущего контроля успеваемости Положение о приеме,пере...",Индексируемое,,,0,,0,,0,"max-snippet:-1, max-image-preview:large, max-video-preview:-1",,,https://cpp-globez.ru/dokumenty,,,,,,7537,7537,"2,671904185",,255,71,"3,591549296",100,Очень легко,"9,011165",1,0,,293,144,0,100,91,47,0,1,1,0,,,,,5fb27b11264030d07fc800e6847017a3,"0,299","Wed, 08 Apr 2026 18:58:10 GMT",,,,ru-ru,1.1,,https://cpp-globez.ru/dokumenty,2026-04-08 19:58:10
https://cpp-globez.ru/приказы/,prikaz,,Индексируемое,,,0,ПРИКАЗ № 71/21/1 ОТ 19.11.2021Г.,32,Приказ № 71/21/1 от 22.09.2021г.,32,"max-snippet:-1, max-image-preview:large, max-video-preview:-1",,,,https://cpp-globez.ru/приказы/page-2-4,,,,,8202,8202,"2,90765001",,325,122,"2,663934426",100,Очень легко,"9,269783",1,1,,335,144,0,100,116,66,0,1,1,0,,,,,77124ad10ace23ddddd819adfb91891c,"0,578","Wed, 08 Apr 2026 18:58:11 GMT",,,,ru-ru,1.1,,https://cpp-globez.ru/%D0%BF%D1%80%D0%B8%D0%BA%D0%B0%D0%B7%D1%8B/,2026-04-08 19:58:10
https://cpp-globez.ru/prikaz/prikazy-o-prisvoenii-ot-avgust-2021-2,prikazy-o-prisvoenii-ot-avgust-2021-2 | prikaz,от Приказ 01.09.2021 от Выпуск 74-21-1-А. от Выпуск 76-21-1-В от Зачисление 74-21-А от Зачисление 75-21-В от Зачисление 76-21-В,Индексируемое,ПРИКАЗЫ О ПРИСВОЕНИИ ОТ АВГУСТ 2021 Приказ № 67/21/1 от 01.09.2021г.,,68,,0,,0,"max-snippet:-1, max-image-preview:large, max-video-preview:-1",,,https://cpp-globez.ru/prikaz/prikazy-o-prisvoenii-ot-avgust-2021-2,,,,,,7415,7415,"2,628654575",,238,73,"3,260273973",100,Очень легко,"9,20289",2,1,,6,2,0,"1,39",87,41,0,1,1,0,,,,,64d73541e4289e0528a5c0b06078eaf6,"0,571","Wed, 08 Apr 2026 18:58:11 GMT",,,,ru-ru,1.1,,https://cpp-globez.ru/prikaz/prikazy-o-prisvoenii-ot-avgust-2021-2,2026-04-08 19:58:11
https://cpp-globez.ru/prikaz/prikaz-71-21-1-ot-19-11-2021g,prikaz-71-21-1-ot-19-11-2021g | prikaz,Приказ № 83/21/1 от 17.11.2021г Выпуск 97-21-1-А Выпуск 98-21-1-В.PDF Зачисление 97-21-А.PDF Зачисление 98-21-В.PDF,Индексируемое,ПРИКАЗ № 71/21/1 ОТ 19.11.2021Г.,,32,,0,,0,"max-snippet:-1, max-image-preview:large, max-video-preview:-1",,,https://cpp-globez.ru/prikaz/prikaz-71-21-1-ot-19-11-2021g,,,,,,7352,7352,"2,60632076",,221,75,"2,946666667",100,Очень легко,"9,007094",2,1,,6,2,0,"1,39",86,40,0,1,1,0,,,,,2d9d714639355ae79052e644ff9d51b4,"0,314","Wed, 08 Apr 2026 18:58:12 GMT",,,,ru-ru,1.1,,https://cpp-globez.ru/prikaz/prikaz-71-21-1-ot-19-11-2021g,2026-04-08 19:58:12
https://cpp-globez.ru/prikaz/prikazy-o-prisvoenii,prikazy-o-prisvoenii | prikaz,от 15.06.2021 от 16.06.2021 от 17.06.2021,Индексируемое,Приказы о присвоении,,20,,0,,0,"max-snippet:-1, max-image-preview:large, max-video-preview:-1",,,https://cpp-globez.ru/prikaz/prikazy-o-prisvoenii,,,,,,7225,7225,"2,561298625",,210,70,3,100,Очень легко,"8,797835",2,1,,7,3,0,"2,08",84,38,0,1,1,0,,,,,d0d3d3d6627ad6ed4fd897c871bfaf37,"0,284","Wed, 08 Apr 2026 18:58:12 GMT",,,,ru-ru,1.1,,https://cpp-globez.ru/prikaz/prikazy-o-prisvoenii,2026-04-08 19:58:12
https://cpp-globez.ru/приказы/page-4-4,prikaz | Page 3-5,,Индексируемое,,,0,Распоряжение о присвоении квалификации от 07.04.2021,52,Присвоение квалификации охранника от 06.04.2021 года,52,"max-snippet:-1, max-image-preview:large, max-video-preview:-1",,,,https://cpp-globez.ru/prikaz/page-5-4,https://cpp-globez.ru/приказы/page-3-4,,,,8211,8211,"2,910840555",,308,106,"2,905660377",100,Очень легко,"9,171752",2,1,,12,7,0,"4,86",104,52,0,1,1,0,,,,,3519e203789bc729cbdfe0901da9c2c,"0,324","Wed, 08 Apr 2026 18:58:12 GMT",,,,ru-ru,1.1,,https://cpp-globez.ru/%D0%BF%D1%80%D0%B8%D0%BA%D0%B0%D0%B7%D1%8B/page-4-4,2026-04-08 19:58:12
